id,dataset,model_name,task_type,gold_answer,n_templates,sens_heuristic,sens_judge,eas,signed_eas,mean_heuristic,mean_judge,stab_sem,effect_role_heuristic,effect_fmt_heuristic,effect_prefix_heuristic,effect_role_judge,effect_fmt_judge,effect_prefix_judge,trizone
arc_1,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_1000,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,0.25,0.25,-0.25,stable
arc_1010,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1022,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1025,arc_challenge,qwen2.5:3b,mcq,C,8,0.4841229182759271,0.33071891388307384,0.1534040043928533,0.1534040043928533,0.375,0.125,,-0.25,-0.75,-0.25,-0.25,-0.25,-0.25,stable
arc_1034,arc_challenge,qwen2.5:3b,mcq,A,8,0.5,0.4330127018922193,0.0669872981077807,0.0669872981077807,0.5,0.25,,0.0,1.0,0.0,0.0,-0.5,0.0,stable
arc_1039,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,0.0,0.125,,0.0,0.0,0.0,-0.25,-0.25,-0.25,stable
arc_1043,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1052,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1059,arc_challenge,qwen2.5:3b,mcq,B,8,0.4330127018922193,0.5,0.0669872981077807,-0.0669872981077807,0.75,0.5,,0.5,-0.5,0.0,0.5,0.0,0.5,stable
arc_1080,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_1083,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_1086,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1090,arc_challenge,qwen2.5:3b,mcq,A,8,0.5,0.33071891388307384,0.16928108611692616,0.16928108611692616,0.5,0.125,,0.0,-1.0,0.0,0.25,-0.25,-0.25,stable
arc_1093,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1098,arc_challenge,qwen2.5:3b,mcq,B,8,0.33071891388307384,0.33071891388307384,0.0,0.0,0.125,0.125,,0.25,0.25,-0.25,0.25,0.25,-0.25,stable
arc_1099,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_110,arc_challenge,qwen2.5:3b,mcq,A,8,0.5,0.4841229182759271,0.015877081724072872,0.015877081724072872,0.5,0.375,,0.0,0.0,-1.0,0.25,0.25,-0.25,stable
arc_1103,arc_challenge,qwen2.5:3b,mcq,A,8,0.5,0.0,0.5,0.5,0.5,0.0,,0.0,-1.0,0.0,0.0,0.0,0.0,artifact
arc_1104,arc_challenge,qwen2.5:3b,mcq,C,8,0.5,0.33071891388307384,0.16928108611692616,0.16928108611692616,0.5,0.875,,0.0,1.0,0.0,-0.25,0.25,0.25,stable
arc_1116,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1125,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1127,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1130,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1133,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.0,0.5,0.0,stable
arc_1134,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,0.0,0.125,,0.0,0.0,0.0,-0.25,-0.25,-0.25,stable
arc_114,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1140,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1149,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1161,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_1169,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_118,arc_challenge,qwen2.5:3b,mcq,D,8,0.5,0.5,0.0,0.0,0.5,0.5,,0.0,-1.0,0.0,0.0,-1.0,0.0,stable
arc_120,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,1.0,0.625,,0.0,0.0,0.0,0.25,0.75,-0.25,stable
arc_124,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_13,arc_challenge,qwen2.5:3b,mcq,C,8,0.4330127018922193,0.4330127018922193,0.0,0.0,0.25,0.25,,0.0,-0.5,-0.5,0.0,-0.5,-0.5,stable
arc_130,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_131,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_135,arc_challenge,qwen2.5:3b,mcq,2,8,0.4841229182759271,0.5,0.015877081724072872,-0.015877081724072872,0.375,0.5,,0.25,-0.75,0.25,0.0,-1.0,0.0,stable
arc_138,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_14,arc_challenge,qwen2.5:3b,mcq,C,8,0.5,0.5,0.0,0.0,0.5,0.5,,-0.5,-0.5,0.0,-0.5,-0.5,0.0,stable
arc_141,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_142,arc_challenge,qwen2.5:3b,mcq,A,8,0.33071891388307384,0.4841229182759271,0.1534040043928533,-0.1534040043928533,0.875,0.375,,0.25,-0.25,0.25,0.25,0.75,0.25,stable
arc_145,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_146,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_154,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_161,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,-0.5,0.5,0.0,stable
arc_163,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_175,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_178,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_186,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_189,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_191,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,1.0,0.625,,0.0,0.0,0.0,0.25,0.75,-0.25,stable
arc_193,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_198,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_200,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_201,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_206,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_209,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_217,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.5,0.5,-0.5,0.0,0.5,,0.0,0.0,0.0,0.0,-1.0,0.0,stable
arc_223,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_224,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,0.0,0.25,,0.0,0.0,0.0,0.0,-0.5,-0.5,stable
arc_228,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_229,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_23,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_234,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,1.0,0.875,,0.0,0.0,0.0,-0.25,0.25,0.25,stable
arc_247,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_255,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,0.0,0.125,,0.0,0.0,0.0,0.25,-0.25,-0.25,stable
arc_257,arc_challenge,qwen2.5:3b,mcq,A,8,0.5,0.4330127018922193,0.0669872981077807,0.0669872981077807,0.5,0.25,,0.0,-1.0,0.0,0.0,-0.5,-0.5,stable
arc_262,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,1.0,0.625,,0.0,0.0,0.0,-0.25,0.75,-0.25,stable
arc_270,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.0,0.5,-0.5,stable
arc_283,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_285,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,1.0,0.375,,0.0,0.0,0.0,-0.25,0.25,0.25,stable
arc_287,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_292,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_313,arc_challenge,qwen2.5:3b,mcq,3,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,0.0,0.25,,0.0,0.0,0.0,0.0,-0.5,0.5,stable
arc_318,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_323,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_326,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_327,arc_challenge,qwen2.5:3b,mcq,D,8,0.33071891388307384,0.33071891388307384,0.0,0.0,0.875,0.875,,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stable
arc_330,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.5,0.5,-0.5,0.0,0.5,,0.0,0.0,0.0,0.0,-1.0,0.0,stable
arc_333,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_334,arc_challenge,qwen2.5:3b,mcq,C,8,0.4841229182759271,0.4841229182759271,0.0,0.0,0.625,0.375,,-0.75,-0.25,-0.25,-0.25,0.25,-0.25,stable
arc_338,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.4841229182759271,0.4841229182759271,-0.4841229182759271,0.0,0.375,,0.0,0.0,0.0,-0.25,-0.75,0.25,stable
arc_350,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_365,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.5,0.5,0.0,stable
arc_375,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_389,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_39,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_392,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_393,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.33071891388307384,0.33071891388307384,-0.33071891388307384,0.0,0.125,,0.0,0.0,0.0,-0.25,-0.25,-0.25,stable
arc_407,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.0,0.5,-0.5,stable
arc_411,arc_challenge,qwen2.5:3b,mcq,D,8,0.5,0.4841229182759271,0.015877081724072872,0.015877081724072872,0.5,0.625,,0.0,1.0,0.0,-0.25,0.75,-0.25,stable
arc_429,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_43,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_432,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_433,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_435,arc_challenge,qwen2.5:3b,mcq,B,8,0.4330127018922193,0.4841229182759271,0.05111021638370783,-0.05111021638370783,0.75,0.625,,0.0,0.5,0.5,-0.25,0.75,0.25,stable
arc_438,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_440,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_447,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_449,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_451,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_457,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_460,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_466,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_468,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_469,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_471,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_476,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_487,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_490,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_493,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_497,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_501,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_505,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.5,0.5,-0.5,0.0,0.5,,0.0,0.0,0.0,0.0,-1.0,0.0,stable
arc_507,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_509,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.0,0.5,-0.5,stable
arc_51,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_511,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_514,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_538,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_539,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_54,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,0.0,0.25,,0.0,0.0,0.0,0.0,-0.5,-0.5,stable
arc_541,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_542,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_546,arc_challenge,qwen2.5:3b,mcq,1,8,0.4841229182759271,0.5,0.015877081724072872,-0.015877081724072872,0.375,0.5,,-0.25,-0.75,0.25,0.0,-1.0,0.0,stable
arc_548,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.0,0.5,-0.5,stable
arc_552,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_563,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,0.0,0.25,,0.0,0.0,0.0,0.0,-0.5,-0.5,stable
arc_569,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_570,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_592,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_6,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_600,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_601,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_61,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_611,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_629,arc_challenge,qwen2.5:3b,mcq,B,8,0.4330127018922193,0.4841229182759271,0.05111021638370783,-0.05111021638370783,0.25,0.375,,-0.5,-0.5,0.0,0.25,-0.75,0.25,stable
arc_638,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.5,0.5,-0.5,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,stable
arc_64,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,0.0,0.25,,0.0,0.0,0.0,0.0,-0.5,-0.5,stable
arc_644,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_646,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_65,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_663,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_664,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_676,arc_challenge,qwen2.5:3b,mcq,B,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_689,arc_challenge,qwen2.5:3b,mcq,D,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_692,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_694,arc_challenge,qwen2.5:3b,mcq,A,8,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,artifact
arc_696,arc_challenge,qwen2.5:3b,mcq,C,8,0.0,0.4330127018922193,0.4330127018922193,-0.4330127018922193,1.0,0.75,,0.0,0.0,0.0,0.0,0.5,0.5,stable
